level_0,level_1,level_2,epoch_signal
9,0,11,-1.9187228749036468e-05
9,0,12,-1.6994739670228055e-05
9,0,13,-1.3200308800400177e-05
9,0,14,-8.629743516748673e-06
9,0,15,-4.676571622095206e-06
9,0,16,-1.8288556293227613e-06
9,0,17,-1.7109173568602906e-07
9,0,18,7.774228040373555e-07
9,0,19,8.679551812934528e-07
9,0,20,7.270807708778113e-08
9,0,21,-1.704525882748341e-06
9,0,22,-3.6149133477253958e-06
9,0,23,-4.961925225230681e-06
9,0,24,-5.1854019011058185e-06
9,1,0,-1.2786808847066889e-05
9,1,1,-1.4604305251193122e-05
9,1,2,-1.6825182206652045e-05
9,1,3,-2.0260394678140348e-05
9,1,4,-2.4503106034407104e-05
9,1,5,-2.7940143316092236e-05
9,1,6,-2.9590752533126654e-05
9,1,7,-2.9587283356484516e-05
9,1,8,-2.9288558725842212e-05
9,1,9,-2.9469959993399077e-05
9,1,10,-2.9861665542970078e-05
9,1,11,-2.9010244611803356e-05
9,1,12,-2.61246929112776e-05
9,1,13,-2.1578437329973087e-05
9,1,14,-1.719026211653295e-05
9,1,15,-1.4403766759634264e-05
9,1,16,-1.3712932036171583e-05
9,1,17,-1.4056652644562012e-05
9,1,18,-1.4343943835239017e-05
9,1,19,-1.3839597728972845e-05
9,1,20,-1.2974576577631032e-05
9,1,21,-1.2205942948623639e-05
9,1,22,-1.206776086993904e-05
9,1,23,-1.243251772729706e-05
9,1,24,-1.3460860846446613e-05
9,2,0,3.3934153685529205e-06
9,2,1,1.4413591303448153e-06
9,2,2,-5.709668215374407e-07
9,2,3,-3.478688501668177e-06
9,2,4,-7.180636855671357e-06
9,2,5,-1.0962292598929889e-05
9,2,6,-1.4000279979318824e-05
9,2,7,-1.6148000090260056e-05
9,2,8,-1.761105403469583e-05
9,2,9,-1.8551563247409656e-05
9,2,10,-1.8433624338300885e-05
9,2,11,-1.658646822011423e-05
9,2,12,-1.2762862215010256e-05
9,2,13,-7.898014272906097e-06
9,2,14,-3.488380077354685e-06
9,2,15,-8.046793602114726e-07
9,2,16,2.135407644333571e-07
9,2,17,5.622016571679631e-07
9,2,18,1.4311963454462971e-06
9,2,19,2.9370458361159383e-06
9,2,20,4.311271250695306e-06
9,2,21,4.493955997194438e-06
9,2,22,3.4164819735230047e-06
9,2,23,1.846644800257698e-06
9,2,24,8.054193251118613e-07
10,0,0,-2.3795992446933755e-07
10,0,1,-2.990677829983965e-08
10,0,2,1.0047238142409649e-06
10,0,3,2.7472399278947508e-06
10,0,4,3.8710339717208805e-06
10,0,5,2.7839085720293564e-06
10,0,6,-7.828264759389902e-07
10,0,7,-5.3798387745185e-06
10,0,8,-8.760458280022564e-06
10,0,9,-9.715159248274328e-06
10,0,10,-8.813580047355293e-06
10,0,11,-7.741899141222597e-06
10,0,12,-7.484555064936056e-06
10,0,13,-7.493385167228208e-06
10,0,14,-6.263746856916648e-06
10,0,15,-3.1405354561270834e-06
10,0,16,8.649211069231271e-07
